"1";"30";"0.12"
"2";"30";"0.17"
"3";"30";"0.23"
"4";"30";"0.28"
"5";"30";"0.33"
"6";"30";"0.37"
"7";"30";"0.45"
"8";"30";"0.5"
"9";"30";"0.56"
"10";"30";"0.61"
"11";"30";"0.67"
"12";"30";"0.72"
"13";"30";"0.76"
"14";"30";"0.81"
"15";"30";"0.87"
"16";"30";"0.92"
"17";"30";"0.98"
"18";"30";"1.03"
"19";"30";"1.09"
"20";"30";"1.14"
"21";"30";"1.2"
"22";"30";"1.25"
"23";"30";"1.31"
"24";"30";"1.36"
"25";"30";"1.42"
"26";"30";"1.48"
"27";"30";"1.53"
"28";"30";"1.59"
"29";"30";"1.64"
"30";"30";"1.7"
"31";"30";"1.75"
"32";"30";"1.79"
"33";"30";"1.84"
"34";"30";"1.89"
"35";"30";"1.95"
"36";"30";"2.01"
"37";"30";"2.06"
"38";"30";"2.11"
"39";"30";"2.17"
"40";"30";"2.23"
"41";"30";"2.28"
"42";"30";"2.33"
"43";"30";"2.39"
"44";"30";"2.44"
"45";"30";"2.48"
"46";"30";"2.54"
"47";"30";"2.61"
"48";"30";"2.7"
"49";"30";"2.75"
"50";"30";"2.81"
"51";"30";"2.86"
"52";"30";"2.9"
"53";"30";"2.97"
"54";"30";"3.01"
"55";"30";"3.06"
"56";"30";"3.11"
"57";"30";"3.19"
"58";"30";"3.23"
"59";"30";"3.28"
"60";"30";"3.34"
"61";"30";"3.39"
"62";"30";"3.44"
"63";"30";"3.5"
"64";"30";"3.58"
"65";"30";"3.62"
"66";"30";"3.69"
"67";"30";"3.75"
"68";"30";"3.79"
"69";"30";"3.84"
"70";"30";"3.89"
"71";"30";"3.95"
"72";"30";"4"
"73";"30";"4.04"
"74";"30";"4.11"
"75";"30";"4.17"
"76";"30";"4.22"
"77";"30";"4.28"
"78";"30";"4.33"
"79";"30";"4.39"
"80";"30";"4.42"
"81";"30";"4.48"
"82";"30";"4.53"
"83";"30";"4.59"
"84";"30";"4.64"
"85";"30";"4.69"
"86";"30";"4.73"
"87";"30";"4.78"
"88";"30";"4.84"
"89";"30";"4.89"
"90";"30";"4.94"
"91";"30";"4.98"
"92";"30";"5.04"
"93";"30";"5.09"
"94";"30";"5.14"
"95";"30";"5.2"
"96";"30";"5.26"
"97";"30";"5.31"
"98";"30";"5.36"
"99";"30";"5.42"
"100";"30";"5.45"
