"1";"83";"0.13"
"2";"83";"0.19"
"3";"83";"0.23"
"4";"83";"0.28"
"5";"83";"0.34"
"6";"83";"0.41"
"7";"83";"0.45"
"8";"82";"0.5"
"9";"82";"0.56"
"10";"82";"0.61"
"11";"73";"0.67"
"12";"73";"0.72"
"13";"73";"0.77"
"14";"73";"0.81"
"15";"73";"0.88"
"16";"73";"0.91"
"17";"73";"0.94"
"18";"73";"1.02"
"19";"73";"1.09"
"20";"73";"1.16"
"21";"73";"1.23"
"22";"73";"1.3"
"23";"73";"1.36"
"24";"73";"1.41"
"25";"73";"1.45"
"26";"73";"1.52"
"27";"69";"1.55"
"28";"69";"1.61"
"29";"69";"1.66"
"30";"69";"1.7"
"31";"69";"1.75"
"32";"69";"1.83"
"33";"69";"1.89"
"34";"69";"1.94"
"35";"69";"2"
"36";"69";"2.05"
"37";"69";"2.09"
"38";"69";"2.14"
"39";"69";"2.19"
"40";"69";"2.25"
"41";"69";"2.31"
"42";"69";"2.38"
"43";"69";"2.44"
"44";"69";"2.5"
"45";"69";"2.56"
"46";"69";"2.63"
"47";"69";"2.69"
"48";"69";"2.73"
"49";"69";"2.8"
"50";"69";"2.88"
"51";"69";"2.94"
"52";"69";"2.98"
"53";"69";"3.05"
"54";"69";"3.09"
"55";"69";"3.14"
"56";"69";"3.2"
"57";"69";"3.25"
"58";"69";"3.28"
"59";"69";"3.33"
"60";"69";"3.39"
"61";"69";"3.44"
"62";"69";"3.47"
"63";"69";"3.53"
"64";"69";"3.58"
"65";"69";"3.63"
"66";"69";"3.69"
"67";"69";"3.75"
"68";"69";"3.78"
"69";"69";"3.84"
"70";"69";"3.91"
"71";"69";"3.97"
"72";"69";"4.02"
"73";"69";"4.08"
"74";"69";"4.14"
"75";"69";"4.19"
"76";"69";"4.25"
"77";"69";"4.3"
"78";"69";"4.36"
"79";"69";"4.44"
"80";"69";"4.52"
"81";"69";"4.58"
"82";"69";"4.63"
"83";"69";"4.69"
"84";"69";"4.75"
"85";"69";"4.81"
"86";"69";"4.86"
"87";"69";"4.92"
"88";"69";"4.97"
"89";"69";"5.05"
"90";"69";"5.11"
"91";"69";"5.17"
"92";"69";"5.22"
"93";"69";"5.28"
"94";"69";"5.33"
"95";"69";"5.39"
"96";"69";"5.45"
"97";"69";"5.53"
"98";"69";"5.59"
"99";"69";"5.66"
"100";"69";"5.72"
